x,y,z,qx,qy,qz,qw
-1.485816717147827148e+00,6.247578144073486328e+00,6.762512683868408203e+00,-2.290890312436016235e-02,4.430250335639279030e-02,-6.540010863310914413e-01,7.548781292413522248e-01
-1.486115336418151855e+00,6.242804050445556641e+00,6.768305778503417969e+00,-2.211248278154390179e-02,4.428087762387518389e-02,-6.541491723330190577e-01,7.547748952418115165e-01
-1.489337444305419922e+00,6.240830898284912109e+00,6.765814781188964844e+00,-2.240839626661510556e-02,4.461495330750504806e-02,-6.536168632993066829e-01,7.552075002380687074e-01
-1.494211554527282715e+00,6.243458271026611328e+00,6.766562461853027344e+00,-2.182365174952537873e-02,4.452786242735455591e-02,-6.536724962549448348e-01,7.551817283657649149e-01
-1.493346571922302246e+00,6.242671966552734375e+00,6.772199630737304688e+00,-2.183176041582363808e-02,4.455514219203692700e-02,-6.534412620197206367e-01,7.553799831505977336e-01
-1.491581559181213379e+00,6.236443996429443359e+00,6.764727115631103516e+00,-2.308329218535738053e-02,4.465784394368149668e-02,-6.544131607171888021e-01,7.544948992580470248e-01
-1.496411442756652832e+00,6.241253376007080078e+00,6.763059616088867188e+00,-2.289447452193988167e-02,4.486872853455510513e-02,-6.538410274025485691e-01,7.549839766251517092e-01
-1.496560573577880859e+00,6.246200561523437500e+00,6.758944988250732422e+00,-2.324877398229835759e-02,4.409670372429238400e-02,-6.536490937259525902e-01,7.551848065340008853e-01
-1.492541551589965820e+00,6.247345447540283203e+00,6.761590957641601562e+00,-2.274360828118797070e-02,4.414374936429418111e-02,-6.539783101798237741e-01,7.549123943301622175e-01
-1.493507981300354004e+00,6.251994132995605469e+00,6.766711235046386719e+00,-2.248282655165183275e-02,4.459969125882223828e-02,-6.537587216623890196e-01,7.550836076453529833e-01
-1.494321823120117188e+00,6.253292560577392578e+00,6.768734931945800781e+00,-2.219142325155290529e-02,4.456653790304239415e-02,-6.536861730351334332e-01,7.551569693735785682e-01
-1.493084430694580078e+00,6.249040603637695312e+00,6.775494575500488281e+00,-2.146166637865448354e-02,4.471022411668675728e-02,-6.532046504359457773e-01,7.555861952814320048e-01
-1.492180705070495605e+00,6.241978645324707031e+00,6.771963119506835938e+00,-2.247042573274459290e-02,4.461622688354077715e-02,-6.538715337307223763e-01,7.549854889755700516e-01
-1.495246887207031250e+00,6.235563278198242188e+00,6.770575523376464844e+00,-2.230743409584916639e-02,4.489516084553771963e-02,-6.539076950402903377e-01,7.549426214254596479e-01
-1.498400926589965820e+00,6.233615875244140625e+00,6.760376930236816406e+00,-2.338884459801949742e-02,4.505662640504577710e-02,-6.539860591131397838e-01,7.548324054899161473e-01
-1.498706102371215820e+00,6.237104415893554688e+00,6.759004592895507812e+00,-2.339200255029541889e-02,4.464503887466012011e-02,-6.535746007336845631e-01,7.552130841511343062e-01
-1.497116684913635254e+00,6.241318702697753906e+00,6.761397361755371094e+00,-2.342519233995289316e-02,4.496701142046023031e-02,-6.538887044627424983e-01,7.549209979862588904e-01
-1.492621541023254395e+00,6.248745918273925781e+00,6.762870311737060547e+00,-2.276780905730262441e-02,4.444315254834359241e-02,-6.539733115818994191e-01,7.548988878480379361e-01
-1.490773081779479980e+00,6.257810592651367188e+00,6.765336990356445312e+00,-2.289580652104628022e-02,4.455110685657063391e-02,-6.539665616247736235e-01,7.548945575308718681e-01
-1.486236333847045898e+00,6.268086433410644531e+00,6.770957469940185547e+00,-2.218402348240553282e-02,4.478976155759385736e-02,-6.540404734797978792e-01,7.548376590504335404e-01
-1.492483258247375488e+00,6.267698287963867188e+00,6.773999214172363281e+00,-2.180883556508238577e-02,4.570230434706898381e-02,-6.536957617707989110e-01,7.550923918921936817e-01
-1.492384672164916992e+00,6.262714385986328125e+00,6.775646209716796875e+00,-2.190227745761104405e-02,4.540784939910012807e-02,-6.532921505499739157e-01,7.554566421840345214e-01
-1.495111584663391113e+00,6.258399009704589844e+00,6.775421619415283203e+00,-2.185046513246641578e-02,4.486254074405413711e-02,-6.532240760021440495e-01,7.555494683506857045e-01
-1.491450309753417969e+00,6.252365112304687500e+00,6.772584915161132812e+00,-2.200563859464477884e-02,4.447405866709412681e-02,-6.534815310460068138e-01,7.553453151296373180e-01
-1.496005415916442871e+00,6.245541095733642578e+00,6.768508911132812500e+00,-2.234399151377891232e-02,4.528280015091487587e-02,-6.533475494476200796e-01,7.554033046924272243e-01
-1.497013807296752930e+00,6.243347167968750000e+00,6.765612602233886719e+00,-2.302485699268891697e-02,4.551631619025225256e-02,-6.538388840326881946e-01,7.549436058644207748e-01
-1.509377956390380859e+00,6.238746643066406250e+00,6.762244701385498047e+00,-2.328906343288043163e-02,4.525117680477493826e-02,-6.531649095548636152e-01,7.555345704835286780e-01
-1.504823565483093262e+00,6.232656002044677734e+00,6.763877868652343750e+00,-2.347779482995093758e-02,4.512788076776818452e-02,-6.533900653871278497e-01,7.553413794602906739e-01
-1.502920031547546387e+00,6.237301349639892578e+00,6.762130737304687500e+00,-2.345941109368289423e-02,4.492011942327749779e-02,-6.533932719141746226e-01,7.553515613597533429e-01
-1.500544905662536621e+00,6.239799976348876953e+00,6.761221885681152344e+00,-2.357139678478196998e-02,4.494510158651591342e-02,-6.534359314001262353e-01,7.553097281407105124e-01
-1.497347831726074219e+00,6.249759197235107422e+00,6.761472225189208984e+00,-2.311933394264251498e-02,4.497561088919336397e-02,-6.537839985586619829e-01,7.550207730026566866e-01
-1.498342275619506836e+00,6.250398159027099609e+00,6.766890048980712891e+00,-2.278124393248279200e-02,4.517544699864444596e-02,-6.532592511955945813e-01,7.554731096696161163e-01
-1.497543931007385254e+00,6.257899284362792969e+00,6.770877838134765625e+00,-2.240383210901458061e-02,4.507217686980889010e-02,-6.531498449379427029e-01,7.555851229336046915e-01
-1.496115207672119141e+00,6.261580467224121094e+00,6.771581172943115234e+00,-2.204552993066014044e-02,4.466625069107205137e-02,-6.534037633174321069e-01,7.554001411125015331e-01
-1.495550870895385742e+00,6.267447471618652344e+00,6.770193576812744141e+00,-2.243281276635886168e-02,4.535343908131866247e-02,-6.533892937131398071e-01,7.553602882406404984e-01
-1.491895914077758789e+00,6.265980243682861328e+00,6.773540973663330078e+00,-2.128371935252392280e-02,4.446164028204677154e-02,-6.532660592373247255e-01,7.555531243602374714e-01
-1.493815183639526367e+00,6.258100032806396484e+00,6.775496959686279297e+00,-2.184592470848338575e-02,4.468588497109231977e-02,-6.529288140151409126e-01,7.558152533376704119e-01
-1.492776513099670410e+00,6.257176399230957031e+00,6.772852420806884766e+00,-2.197693586428806772e-02,4.487297092855520309e-02,-6.532579217728634591e-01,7.555159569817019305e-01
-1.493666172027587891e+00,6.252612113952636719e+00,6.769422531127929688e+00,-2.235500786967728123e-02,4.472497301642567452e-02,-6.533113371740469910e-01,7.554675054885097163e-01
-1.498619079589843750e+00,6.246737957000732422e+00,6.761660575866699219e+00,-2.348805767327645164e-02,4.505267668159597394e-02,-6.538356157099589616e-01,7.549599143030355508e-01
-1.498477101325988770e+00,6.242694854736328125e+00,6.764351367950439453e+00,-2.329370407454613850e-02,4.527299923614803295e-02,-6.540236338397132920e-01,7.547898821362605259e-01
-1.500888347625732422e+00,6.236990451812744141e+00,6.763875007629394531e+00,-2.328034256551043263e-02,4.491490786317754030e-02,-6.536576432158233141e-01,7.551286748551363504e-01
-1.502801418304443359e+00,6.235254764556884766e+00,6.762062549591064453e+00,-2.316861798827449248e-02,4.458670563525058556e-02,-6.536067281524986505e-01,7.551956145541923737e-01
-1.501576662063598633e+00,6.234477996826171875e+00,6.762238979339599609e+00,-2.269698951769942921e-02,4.423848709930674333e-02,-6.535512325549019952e-01,7.552784602173557849e-01
-1.496275424957275391e+00,6.235407829284667969e+00,6.763370037078857422e+00,-2.278253550857569157e-02,4.466302195398409725e-02,-6.539265907079339080e-01,7.549259795249344540e-01
-1.507547855377197266e+00,6.238173961639404297e+00,6.761117458343505859e+00,-2.338056319896147928e-02,4.502453660913904865e-02,-6.534463923596298685e-01,7.553019008003267754e-01
-1.502826690673828125e+00,6.234805107116699219e+00,6.760500431060791016e+00,-2.368816201032833760e-02,4.473148134604359311e-02,-6.539234908921082168e-01,7.548968127532819095e-01
-1.506219506263732910e+00,6.240454196929931641e+00,6.764536380767822266e+00,-2.298403642648349718e-02,4.533559864989154808e-02,-6.538322353626528916e-01,7.549616068076518971e-01
-1.498922586441040039e+00,6.250528812408447266e+00,6.764397144317626953e+00,-2.298088485254489929e-02,4.536677815753424603e-02,-6.536191657437874225e-01,7.551442886469205140e-01
-1.495951533317565918e+00,6.252673625946044922e+00,6.765245914459228516e+00,-2.262688074405215174e-02,4.458396672474548156e-02,-6.536977852465203354e-01,7.551335933577113524e-01
-1.491290330886840820e+00,6.254379749298095703e+00,6.765791416168212891e+00,-2.267998257296058653e-02,4.431120693541039379e-02,-6.536853721826531016e-01,7.551588291626953886e-01
-1.496690630912780762e+00,6.257295131683349609e+00,6.770587444305419922e+00,-2.250388932152853905e-02,4.482391172524421291e-02,-6.536197198756662496e-01,7.551908173119252776e-01
-1.498587608337402344e+00,6.251955509185791016e+00,6.775746345520019531e+00,-2.191605802055483082e-02,4.519308821146785643e-02,-6.533944904000481557e-01,7.553810089387748006e-01
-1.499486804008483887e+00,6.252221584320068359e+00,6.764636993408203125e+00,-2.322090402717814570e-02,4.555583265165140394e-02,-6.537648266756346249e-01,7.549998129795486568e-01
-1.499110221862792969e+00,6.261974334716796875e+00,6.761243343353271484e+00,-2.305193249548497664e-02,4.469169280733641114e-02,-6.531531520079857378e-01,7.555857688076507150e-01
-1.501820445060729980e+00,6.262882232666015625e+00,6.763895988464355469e+00,-2.247650962133188046e-02,4.440639476564930271e-02,-6.532018064671044622e-01,7.555778506495608449e-01
-1.499661207199096680e+00,6.262669086456298828e+00,6.769962787628173828e+00,-2.240328731761734998e-02,4.523397380362018105e-02,-6.530241255242500431e-01,7.556845391309906512e-01
-1.495854854583740234e+00,6.260193824768066406e+00,6.770020484924316406e+00,-2.259359782454222268e-02,4.511746661911853612e-02,-6.530850206300885530e-01,7.556332661537072948e-01
-1.491075515747070312e+00,6.259318828582763672e+00,6.769535541534423828e+00,-2.231844110425030767e-02,4.464299639294089933e-02,-6.536158172058674776e-01,7.552106695577506246e-01
-1.495187878608703613e+00,6.263629913330078125e+00,6.768400669097900391e+00,-2.196753273104651641e-02,4.468966040872510148e-02,-6.532307778427106637e-01,7.555512975903126982e-01
-1.497661590576171875e+00,6.261725902557373047e+00,6.767335414886474609e+00,-2.254927406589598768e-02,4.498689751781666246e-02,-6.533783228222979078e-01,7.553889587499168501e-01
-1.499178886413574219e+00,6.254454135894775391e+00,6.768982410430908203e+00,-2.219972313198978128e-02,4.499063820758399113e-02,-6.534710747908943906e-01,7.553188870617247863e-01
-1.498667836189270020e+00,6.249086380004882812e+00,6.769755840301513672e+00,-2.249420977604749822e-02,4.520164812210571842e-02,-6.530326496731510000e-01,7.556766146132274375e-01
-1.502077817916870117e+00,6.242254257202148438e+00,6.768269062042236328e+00,-2.322561167438955826e-02,4.528639850460280947e-02,-6.537663819659926823e-01,7.550148151456754775e-01
-1.503978610038757324e+00,6.240437984466552734e+00,6.767708301544189453e+00,-2.303578169464599867e-02,4.520886869152074272e-02,-6.535500235536462199e-01,7.552125736095609554e-01
-1.502597332000732422e+00,6.233882904052734375e+00,6.765706062316894531e+00,-2.319882025692003927e-02,4.502854047363449852e-02,-6.536728834880575212e-01,7.551120493886074314e-01
-1.501851320266723633e+00,6.237101554870605469e+00,6.763648509979248047e+00,-2.344854216950522513e-02,4.486632216323947070e-02,-6.536283816010636238e-01,7.551525862715611215e-01
-1.501806497573852539e+00,6.231348991394042969e+00,6.762092590332031250e+00,-2.332065609143715162e-02,4.430481845692634674e-02,-6.536565628773742809e-01,7.551653260558373049e-01
-1.505399107933044434e+00,6.236018657684326172e+00,6.760209083557128906e+00,-2.403268929273247312e-02,4.483069700220609216e-02,-6.537070384054569638e-01,7.550683108233192664e-01
-1.498889803886413574e+00,6.233747005462646484e+00,6.762234687805175781e+00,-2.312720341891956119e-02,4.464619323319146682e-02,-6.540697475731314103e-01,7.547934406470955260e-01
-1.498953104019165039e+00,6.235949993133544922e+00,6.765031337738037109e+00,-2.344931699618013621e-02,4.500360598112344152e-02,-6.537157991573373517e-01,7.550688140618717625e-01
-1.503128528594970703e+00,6.234926223754882812e+00,6.766108512878417969e+00,-2.319589831409779590e-02,4.502217505555290711e-02,-6.537245216832714423e-01,7.550679481953307404e-01
-1.505625247955322266e+00,6.235881328582763672e+00,6.762711048126220703e+00,-2.296105537776400168e-02,4.476897270668141887e-02,-6.532381334763418534e-01,7.555110138488574378e-01
-1.496924996376037598e+00,6.234124660491943359e+00,6.760681152343750000e+00,-2.287164283166331913e-02,4.447565972898575443e-02,-6.539365358174362708e-01,7.549267123190835926e-01
-1.497976899147033691e+00,6.229799747467041016e+00,6.762591361999511719e+00,-2.304784274516995246e-02,4.453253615475501886e-02,-6.538888926861967654e-01,7.549593616476452107e-01
-1.496963143348693848e+00,6.230817794799804688e+00,6.761599063873291016e+00,-2.325094973298624107e-02,4.452925152858665941e-02,-6.538331880527944451e-01,7.550016435508964951e-01
-1.499435663223266602e+00,6.232992172241210938e+00,6.762263298034667969e+00,-2.342390201416971046e-02,4.521586192964656414e-02,-6.539339240595810621e-01,7.548682938101148876e-01
-1.502812266349792480e+00,6.230188846588134766e+00,6.764225959777832031e+00,-2.320147601975160179e-02,4.511088003512613714e-02,-6.539498909349300559e-01,7.548676818673587530e-01
-1.502006769180297852e+00,6.231328010559082031e+00,6.768992424011230469e+00,-2.252817115634011408e-02,4.510586914928871316e-02,-6.534770724796512553e-01,7.552976344464282787e-01
-1.496935963630676270e+00,6.232968807220458984e+00,6.765432357788085938e+00,-2.325850024823246376e-02,4.509413283758361563e-02,-6.538811284184701256e-01,7.549264631198062681e-01
-1.500625014305114746e+00,6.248180389404296875e+00,6.765347480773925781e+00,-2.272141544597035615e-02,4.518552291296230872e-02,-6.537007562398984284e-01,7.550935068749360379e-01
-1.499604463577270508e+00,6.257639408111572266e+00,6.764238357543945312e+00,-2.258756752000265489e-02,4.483763857485649484e-02,-6.531898621266520877e-01,7.555602538977679306e-01
-1.491446852684020996e+00,6.267180442810058594e+00,6.770817279815673828e+00,-2.174207618755923804e-02,4.473850410967694646e-02,-6.532694157687017888e-01,7.555221894741750432e-01
-1.489974498748779297e+00,6.265932083129882812e+00,6.774573326110839844e+00,-2.179198156623341973e-02,4.482037393340634196e-02,-6.534621213039805143e-01,7.553491891300010419e-01
-1.494824767112731934e+00,6.257960796356201172e+00,6.773761272430419922e+00,-2.251860143406193490e-02,4.523997827216769824e-02,-6.535253563878153926e-01,7.552481701089081012e-01
-1.490817904472351074e+00,6.255608081817626953e+00,6.770795822143554688e+00,-2.193269172717348184e-02,4.482619639897948011e-02,-6.534159274242372639e-01,7.553847101484775228e-01
-1.496332764625549316e+00,6.251409530639648438e+00,6.771449565887451172e+00,-2.245322564637452015e-02,4.475352248337097216e-02,-6.530985852889954479e-01,7.556481226356274172e-01
-1.499650120735168457e+00,6.257263660430908203e+00,6.769568443298339844e+00,-2.269702322207852244e-02,4.498008623012073048e-02,-6.531093615373697592e-01,7.556181776639591119e-01
-1.496745824813842773e+00,6.255253314971923828e+00,6.767930030822753906e+00,-2.264595645371923066e-02,4.465018936160889546e-02,-6.532802698313742162e-01,7.554915713676988442e-01
-1.493319749832153320e+00,6.258737564086914062e+00,6.767651081085205078e+00,-2.238497045583855843e-02,4.470851324056350495e-02,-6.533256756213645655e-01,7.554566273905038987e-01
-1.494554877281188965e+00,6.249979972839355469e+00,6.770312309265136719e+00,-2.235966164200526435e-02,4.434143205476788474e-02,-6.533978774962511116e-01,7.554165013381144433e-01
-1.497714519500732422e+00,6.243663787841796875e+00,6.766563415527343750e+00,-2.261707053444161550e-02,4.484289074133008396e-02,-6.533324415348871206e-01,7.554358717816503921e-01
-1.503782510757446289e+00,6.233639717102050781e+00,6.761554241180419922e+00,-2.320216538201162401e-02,4.449685767560553062e-02,-6.532417197356722438e-01,7.555171083202194549e-01
-1.499674081802368164e+00,6.223731994628906250e+00,6.759885311126708984e+00,-2.292627320211616457e-02,4.435019021812591777e-02,-6.535688699612642871e-01,7.552512381413124531e-01
-1.495042800903320312e+00,6.227820873260498047e+00,6.761915206909179688e+00,-2.247135403413709487e-02,4.449010743294570802e-02,-6.539203250498338837e-01,7.549525595122299482e-01
-1.496229648590087891e+00,6.227785587310791016e+00,6.761076927185058594e+00,-2.292272976304052592e-02,4.408793703465584829e-02,-6.537459245849225331e-01,7.551135688826459136e-01
-1.496578216552734375e+00,6.227815151214599609e+00,6.763427257537841797e+00,-2.275073984725497697e-02,4.518117805457320946e-02,-6.540687739945635348e-01,7.547744929877856501e-01
-1.492750287055969238e+00,6.236224174499511719e+00,6.764886379241943359e+00,-2.275976013715021173e-02,4.502212604499853527e-02,-6.540873412504824014e-01,7.547676250224755190e-01
-1.490500092506408691e+00,6.240881443023681641e+00,6.762079238891601562e+00,-2.321036289435684727e-02,4.486014738603628926e-02,-6.542779217755199106e-01,7.545983566923659680e-01
-1.491801142692565918e+00,6.231711387634277344e+00,6.767863750457763672e+00,-2.208646952893926138e-02,4.429601906619745622e-02,-6.539432940157834384e-01,7.549553918923486151e-01
-1.488505840301513672e+00,6.233086109161376953e+00,6.769253253936767578e+00,-2.210203880658386660e-02,4.433693605853340075e-02,-6.541476868656329602e-01,7.547754702425927276e-01
-1.485351920127868652e+00,6.228923320770263672e+00,6.760931968688964844e+00,-2.298615890912625997e-02,4.385743066801380680e-02,-6.544002237103833108e-01,7.545581800616314450e-01
-1.491571187973022461e+00,6.232207298278808594e+00,6.763324737548828125e+00,-2.313310553249137494e-02,4.472625020387484274e-02,-6.539625569279569062e-01,7.548821364149296276e-01
-1.499000668525695801e+00,6.232972621917724609e+00,6.760141372680664062e+00,-2.340286040731177214e-02,4.411875694451401764e-02,-6.534271175451757951e-01,7.553730738391334354e-01
-1.493401646614074707e+00,6.236396789550781250e+00,6.760187149047851562e+00,-2.268904433588222330e-02,4.388767155524805896e-02,-6.539299088545287297e-01,7.549731236333547812e-01
-1.496551632881164551e+00,6.237587451934814453e+00,6.763015747070312500e+00,-2.314473508357126411e-02,4.459842928677119206e-02,-6.537411752249149277e-01,7.550811260339389541e-01
-1.502815246582031250e+00,6.247616767883300781e+00,6.765866756439208984e+00,-2.299754541658928508e-02,4.520688012394667721e-02,-6.535618323457353940e-01,7.552046737362994033e-01
-1.496314167976379395e+00,6.248840808868408203e+00,6.772353172302246094e+00,-2.296411618655727627e-02,4.520436995182391948e-02,-6.538699423620935036e-01,7.549392412618620707e-01
-1.492825388908386230e+00,6.256663799285888672e+00,6.767615795135498047e+00,-2.238306040870808797e-02,4.424942880452358007e-02,-6.536882228449302223e-01,7.551706266307439686e-01
-1.491857767105102539e+00,6.263368129730224609e+00,6.772670269012451172e+00,-2.245228332332402377e-02,4.500802001538319747e-02,-6.535822044011649901e-01,7.552154469429065431e-01
-1.493668556213378906e+00,6.259208679199218750e+00,6.771211624145507812e+00,-2.225287113766072009e-02,4.440159996180757795e-02,-6.534204024778438313e-01,7.553972561527728669e-01
-1.493732452392578125e+00,6.255675315856933594e+00,6.772685527801513672e+00,-2.209107995962383830e-02,4.490072207477648070e-02,-6.538618994539880935e-01,7.549903689371746385e-01
-1.489301681518554688e+00,6.244419574737548828e+00,6.766747951507568359e+00,-2.259877711989136465e-02,4.406640329933303457e-02,-6.539404892846253370e-01,7.549564651346523103e-01
-1.488687515258789062e+00,6.239654064178466797e+00,6.766146659851074219e+00,-2.215226438674154294e-02,4.377996493077090240e-02,-6.541621648175749426e-01,7.547943463125701413e-01
-1.491917252540588379e+00,6.231445789337158203e+00,6.762148380279541016e+00,-2.253285883678769405e-02,4.422267705285823358e-02,-6.538655150379200087e-01,7.550143390084924633e-01
-1.499985456466674805e+00,6.228334426879882812e+00,6.761318683624267578e+00,-2.335716648896554726e-02,4.440105567696926714e-02,-6.539379415607916579e-01,7.549161570538833743e-01
-1.508096456527709961e+00,6.228767395019531250e+00,6.758777141571044922e+00,-2.379555661840371608e-02,4.438159324722633359e-02,-6.534162121421075442e-01,7.553552133953596037e-01
-1.506119012832641602e+00,6.234827041625976562e+00,6.764922618865966797e+00,-2.321955705768237802e-02,4.493138003096697197e-02,-6.534604246834559982e-01,7.553023964849686633e-01
-1.503158330917358398e+00,6.237204074859619141e+00,6.761871337890625000e+00,-2.270486092291429392e-02,4.448653932812534489e-02,-6.537523094528712164e-01,7.550917431293535653e-01
-1.503532767295837402e+00,6.238084793090820312e+00,6.764502525329589844e+00,-2.338349653156489294e-02,4.508408779624439172e-02,-6.538430078074314311e-01,7.549571904975521663e-01
-1.499449849128723145e+00,6.243146896362304688e+00,6.762762069702148438e+00,-2.338345275240450924e-02,4.494953463482706524e-02,-6.540674586399112256e-01,7.547707937213863350e-01
-1.496416330337524414e+00,6.244220256805419922e+00,6.762014389038085938e+00,-2.357582622293615329e-02,4.507411562911942116e-02,-6.541394428938415162e-01,7.546950251044182156e-01
-1.500681757926940918e+00,6.246969699859619141e+00,6.765298366546630859e+00,-2.313525358585429362e-02,4.512968419328779179e-02,-6.535407112072012525e-01,7.552238819012511151e-01
-1.496107459068298340e+00,6.247601032257080078e+00,6.768470287322998047e+00,-2.251287772988657190e-02,4.481468400392507601e-02,-6.540535086801052556e-01,7.548174663256185246e-01
-1.492533564567565918e+00,6.248771190643310547e+00,6.769834518432617188e+00,-2.243749293955417043e-02,4.442979135614678193e-02,-6.539903211991314746e-01,7.548972766275156010e-01
-1.494568705558776855e+00,6.248431205749511719e+00,6.774140834808349609e+00,-2.179014198790774764e-02,4.437056620904617638e-02,-6.535601787235494342e-01,7.552921300744661615e-01
-1.496351718902587891e+00,6.242831707000732422e+00,6.774936676025390625e+00,-2.132065228695331424e-02,4.467244585965029352e-02,-6.535624306602335620e-01,7.552858340299335449e-01
-1.499032735824584961e+00,6.240914821624755859e+00,6.774319171905517578e+00,-2.175653347384632827e-02,4.528418151934755775e-02,-6.537478887194807520e-01,7.550765402116638159e-01
-1.498365879058837891e+00,6.239374160766601562e+00,6.769921302795410156e+00,-2.272108640755326342e-02,4.483507672905978625e-02,-6.538586691643751836e-01,7.549790349435273606e-01
-1.504634380340576172e+00,6.244192123413085938e+00,6.765680789947509766e+00,-2.332647293302249694e-02,4.527813308438308898e-02,-6.535818548818939089e-01,7.551737862391297851e-01
-1.499839186668395996e+00,6.248543739318847656e+00,6.767927169799804688e+00,-2.290168046956906137e-02,4.511843151937588309e-02,-6.537210470284793296e-01,7.550758593663909890e-01
-1.494045376777648926e+00,6.251302719116210938e+00,6.764896869659423828e+00,-2.258503271967044618e-02,4.486000798347388602e-02,-6.539479928519680296e-01,7.549043260003366340e-01
-1.499604105949401855e+00,6.245748996734619141e+00,6.768473148345947266e+00,-2.235872346915867767e-02,4.475632879959453442e-02,-6.540061572355455599e-01,7.548669218732452224e-01
-1.499780058860778809e+00,6.250807285308837891e+00,6.766040802001953125e+00,-2.315261593477749985e-02,4.557957400376113494e-02,-6.537943743645728834e-01,7.549772240545941093e-01
-1.498604178428649902e+00,6.251372814178466797e+00,6.763432979583740234e+00,-2.320402868078631428e-02,4.474743832080839423e-02,-6.536387791374069778e-01,7.551601339722197048e-01
-1.496433615684509277e+00,6.255518913269042969e+00,6.766233444213867188e+00,-2.291185868599851863e-02,4.456347286376358130e-02,-6.535494495044675833e-01,7.552573100465167499e-01
-1.498579263687133789e+00,6.252329349517822266e+00,6.765995979309082031e+00,-2.285063000635344233e-02,4.436901981831264941e-02,-6.535542518684763769e-01,7.552663980831201274e-01
-1.493137001991271973e+00,6.252254486083984375e+00,6.767672538757324219e+00,-2.254027382778108629e-02,4.511485231370415683e-02,-6.539762548146917931e-01,7.548661199305748415e-01
-1.495521426200866699e+00,6.259817600250244141e+00,6.765813350677490234e+00,-2.254691375850644344e-02,4.473758535355056021e-02,-6.536711438706532817e-01,7.551525616057490620e-01
-1.494268178939819336e+00,6.264208793640136719e+00,6.770789146423339844e+00,-2.231414044918924450e-02,4.469572167328351303e-02,-6.534042893190581403e-01,7.553928054026919359e-01
-1.495504379272460938e+00,6.270808696746826172e+00,6.770235061645507812e+00,-2.214825638757331877e-02,4.489932076111532305e-02,-6.536060959437587359e-01,7.552110271844283407e-01
-1.494084358215332031e+00,6.265843391418457031e+00,6.769294738769531250e+00,-2.244271188334342679e-02,4.513059775920786471e-02,-6.541065025401837651e-01,7.547551968818267953e-01
-1.494861602783203125e+00,6.259698867797851562e+00,6.768076419830322266e+00,-2.255801662949532757e-02,4.502211306748404862e-02,-6.539735256829057874e-01,7.548734854335407141e-01
-1.500290393829345703e+00,6.256310939788818359e+00,6.768210411071777344e+00,-2.280737634315367982e-02,4.508968168822758554e-02,-6.535128821230585805e-01,7.552607849694903397e-01
-1.497952461242675781e+00,6.254590511322021484e+00,6.769826412200927734e+00,-2.280955912670403971e-02,4.550200781413039214e-02,-6.536341119223360030e-01,7.551311020439616106e-01
-1.498101711273193359e+00,6.249565601348876953e+00,6.767352104187011719e+00,-2.266986441323172799e-02,4.551202198503262464e-02,-6.539817797728926241e-01,7.548336763169730679e-01
-1.495401978492736816e+00,6.248347282409667969e+00,6.763918876647949219e+00,-2.276729933368127137e-02,4.461892211619023635e-02,-6.541053117832942299e-01,7.547770965299845924e-01
-1.498405456542968750e+00,6.243760108947753906e+00,6.767488956451416016e+00,-2.310567857342014919e-02,4.493107984370837277e-02,-6.535761316094387263e-01,7.552066641273905701e-01
-1.496788501739501953e+00,6.244736671447753906e+00,6.767066955566406250e+00,-2.310526906937883374e-02,4.533747163961294319e-02,-6.541123015889258596e-01,7.547181160760557672e-01
-1.493585109710693359e+00,6.240939140319824219e+00,6.767275333404541016e+00,-2.277606340970864812e-02,4.460503689816831818e-02,-6.538319114044854885e-01,7.550145585743810450e-01
-1.494869112968444824e+00,6.246162414550781250e+00,6.765753746032714844e+00,-2.300715530687281324e-02,4.475187799435399044e-02,-6.539026977574816657e-01,7.549375437725366345e-01
-1.498653531074523926e+00,6.249506473541259766e+00,6.767641067504882812e+00,-2.292370193262511374e-02,4.495580959438368052e-02,-6.535869596804017023e-01,7.552013342083595537e-01
-1.503043413162231445e+00,6.248363971710205078e+00,6.763663768768310547e+00,-2.353146313666790862e-02,4.525009056202790314e-02,-6.533459962734343707e-01,7.553736261918387873e-01
-1.492977142333984375e+00,6.248795986175537109e+00,6.765128135681152344e+00,-2.329693967319778833e-02,4.505895572760572343e-02,-6.538388648631147104e-01,7.549658257166359521e-01
-1.497403740882873535e+00,6.243296146392822266e+00,6.766662597656250000e+00,-2.274274862857006418e-02,4.482646579811525034e-02,-6.534730658614645860e-01,7.553131880261874098e-01
-1.499206423759460449e+00,6.247498512268066406e+00,6.771088123321533203e+00,-2.251370901965153021e-02,4.500657481073810223e-02,-6.534735283839420150e-01,7.553089365324683335e-01
-1.502182960510253906e+00,6.244359016418457031e+00,6.767498493194580078e+00,-2.323654053979554157e-02,4.515488725482558197e-02,-6.534838409274106308e-01,7.552692662792966916e-01
-1.500120878219604492e+00,6.240566253662109375e+00,6.767080307006835938e+00,-2.309974491335422403e-02,4.539852141777603323e-02,-6.535748505146025122e-01,7.551800782848381299e-01
-1.491677761077880859e+00,6.236089229583740234e+00,6.767233371734619141e+00,-2.302257653105784299e-02,4.470609251862884409e-02,-6.539906517178797341e-01,7.548636746170498402e-01
-1.491137146949768066e+00,6.241078376770019531e+00,6.767346382141113281e+00,-2.285801321942617509e-02,4.458882781873198947e-02,-6.539757090825719654e-01,7.548886011451957367e-01
